"","last_updated_utc","region_slug","region_name","country_name","country_iso_code","country_idb_code","region_type","population","timezone","month","day","dow","ratio_20","tcp","X15"
"134",2020-06-03 10:48:22,"country_uruguay","Uruguay","Uruguay","UY","UR","country",3473727,"America/Montevideo",4,29,3,0.514701866903367,-48.5298133096633,NA
"135",2020-06-03 10:48:22,"country_uruguay","Uruguay","Uruguay","UY","UR","country",3473727,"America/Montevideo",5,13,3,0.599003939245516,-40.0996060754484,NA
"136",2020-06-03 10:48:22,"country_uruguay","Uruguay","Uruguay","UY","UR","country",3473727,"America/Montevideo",5,20,3,0.649894403757299,-35.0105596242701,NA
"137",2020-06-03 10:48:22,"country_uruguay","Uruguay","Uruguay","UY","UR","country",3473727,"America/Montevideo",4,22,3,0.512775570223177,-48.7224429776823,NA
"138",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",3,14,6,0.917076624898778,-8.29233751012217,NA
"139",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",4,11,6,0.270833765904601,-72.9166234095399,NA
"140",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",5,2,6,0.390235965538449,-60.9764034461551,NA
"141",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",5,30,6,0.44427241035393,-55.572758964607,NA
"142",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",5,9,6,0.438251734282627,-56.1748265717373,NA
"143",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",3,21,6,0.343936400925905,-65.6063599074095,NA
"144",2020-06-03 10:48:22,"joaopessoa","João Pessoa","Brazil","BR","BR","city",1020103,"America/Fortaleza",5,16,6,0.359613857650282,-64.0386142349718,NA
"145",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",5,27,3,0.214403297934532,-78.5596702065468,NA
"146",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",5,6,3,0.209787483637456,-79.0212516362544,NA
"147",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",3,11,3,1.26367845268372,26.3678452683717,NA
"148",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",4,22,3,0.277054933928812,-72.2945066071188,NA
"149",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",4,8,3,0.25545247432877,-74.454752567123,NA
"150",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",5,20,3,0.2283138987821,-77.16861012179,NA
"151",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",4,29,3,0.227803107794131,-77.2196892205869,NA
"152",2020-06-03 10:48:22,"toluca","Toluca","Mexico","MX","ME","city",1678241,"America/Mexico_City",3,25,3,0.296121890141246,-70.3878109858754,NA
"153",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",3,24,2,0.186651826008747,-81.3348173991253,NA
"154",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",4,21,2,0.21826038284153,-78.173961715847,NA
"155",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",5,26,2,0.303445579308331,-69.6554420691669,NA
"156",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",4,28,2,0.22802708276999,-77.197291723001,NA
"157",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",3,31,2,0.305798365413864,-69.4201634586136,NA
"158",2020-06-03 10:48:22,"guadalajara","Guadalajara","Mexico","MX","ME","city",4793169,"America/Mexico_City",5,12,2,0.262307336475274,-73.7692663524726,NA
"159",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",4,10,5,0.0563359195916755,-94.3664080408325,NA
"160",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",3,20,5,0.0878745275899849,-91.2125472410015,NA
"161",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",5,15,5,0.158977730001794,-84.1022269998206,NA
"162",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",5,1,5,0.0590938029089099,-94.090619709109,NA
"163",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",4,17,5,0.0866179968205031,-91.3382003179497,NA
"164",2020-06-03 10:48:22,"brasilia","Brasília","Brazil","BR","BR","city",2043811,"America/Sao_Paulo",3,13,5,0.329732696469477,-67.0267303530523,NA
"165",2020-06-03 10:48:22,"porto_alergre","Porto Alegre","Brazil","BR","BR","city",3385942,NA,3,29,7,0.441479405905937,-55.8520594094063,NA
"166",2020-06-03 10:48:22,"porto_alergre","Porto Alegre","Brazil","BR","BR","city",3385942,NA,5,10,7,0.830132403031001,-16.9867596968999,NA
